GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
Fraternity,Pi Kappa Alpha,Port Chester,New York,United States,Rye Country Day-Upper School,private,Domestic,Day,Unafilliated,Co-Ed,39800,NA,Non-Athlete,None,No,None,41.001764,-73.665683,IFC,None
None,None,Port Jefferson Station,New York,United States,Comsewogue High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.21428571,Non-Athlete,None,No,None,40.925376,-73.047328,Neither,None
Fraternity,Sigma Chi,Port Washington,New York,United States,Paul D Schreiber Senior High,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19805825,Non-Athlete,None,No,None,40.825656,-73.698186,IFC,None
Sorority,Pi Beta Phi,Port Washington,New York,United States,Paul D Schreiber Senior High,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19805825,Non-Athlete,None,No,None,40.825656,-73.698186,Panhel,None
None,None,Porter Ranch,California,United States,Van Nuys High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.73553719,Non-Athlete,None,No,None,34.287561,-118.552838,Neither,None
None,None,Porter Ranch,California,United States,Granada Hills Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.50521542,Non-Athlete,None,No,None,34.287561,-118.552838,SLG,Ubuntu
None,None,Portland,Oregon,United States,Sunset High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24179536,Athlete,Men's Fencing,No,None,45.520247,-122.674195,Neither,None
None,None,Portland,Oregon,United States,Saint Marys Academy,private,Domestic,Day,Catholic,All-Girls,14050,NA,Non-Athlete,None,No,None,45.520247,-122.674195,Neither,None
None,None,Portland,Oregon,United States,Valley Catholic High School,private,Domestic,Day,Catholic,Co-Ed,13395,NA,Non-Athlete,None,No,None,45.520247,-122.674195,Neither,None
None,None,Portland,Oregon,United States,Westview High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28950495,Non-Athlete,None,No,None,45.520247,-122.674195,Neither,None
None,None,Portland,Oregon,United States,Westview High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28950495,Non-Athlete,None,No,None,45.520247,-122.674195,Neither,None
None,None,Portland,Oregon,United States,Sunset High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24179536,Non-Athlete,None,No,None,45.520247,-122.674195,Neither,None
Fraternity,Alpha Delta Phi,Potomac,Maryland,United States,Winston Churchill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04656985,Non-Athlete,None,No,None,39.018045,-77.208905,IFC,None
Fraternity,Delta Tau Delta,Potomac,Maryland,United States,Winston Churchill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04656985,Non-Athlete,None,No,None,39.018045,-77.208905,IFC,None
None,None,Potomac,Maryland,United States,Winston Churchill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04656985,Non-Athlete,None,No,None,39.018045,-77.208905,SLG,Alpha Phi Omega/Fusion
Sorority,Delta Gamma,Potomac,Maryland,United States,Holton Arms School,private,Domestic,Day,Unafilliated,All-Girls,40150,NA,Non-Athlete,None,No,None,39.018045,-77.208905,Panhel,None
Sorority,Gamma Phi Beta,Potomac,Maryland,United States,Stone Ridge School Sacred Heart,private,Domestic,Day,Catholic,All-Girls,32300,NA,Non-Athlete,None,No,None,39.018045,-77.208905,Panhel,None
None,None,Poughkeepsie,New York,United States,Arlington Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1895,Non-Athlete,None,No,None,41.706578,-73.92841,Neither,None
Sorority,Pi Beta Phi,Pound Ridge,New York,United States,St Pauls School,private,Domestic,Boarding,Episcopal,Co-Ed,56460,NA,Non-Athlete,None,No,None,41.208707,-73.574848,Panhel,None
None,None,Poway,California,United States,Poway High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.20337477,Non-Athlete,None,No,None,32.962823,-117.035865,Neither,None
None,None,Poway,California,United States,Poway High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.20337477,Non-Athlete,None,No,None,32.962823,-117.035865,Neither,None
Fraternity,Pi Kappa Phi,Powell,Ohio,United States,Columbus Academy,private,Domestic,Day,Unafilliated,Co-Ed,25000,NA,Non-Athlete,None,No,None,40.15784,-83.075187,IFC,None
None,None,Prairieville,Louisiana,United States,Dutchtown High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24011299,Non-Athlete,None,No,None,30.302972,-90.972045,Neither,None
None,None,Presque Isle,Maine,United States,Presque Isle High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.42576028,Non-Athlete,None,No,None,46.681153,-68.015862,Neither,None
None,None,Princeton,New Jersey,United States,Lawrenceville School,private,Domestic,Day,Unafilliated,Co-Ed,51440,NA,Non-Athlete,None,No,None,40.349274,-74.659296,Neither,None
None,None,Princeton,New Jersey,United States,Lawrenceville School,private,Domestic,Day,Unafilliated,Co-Ed,51440,NA,Non-Athlete,None,No,None,40.349274,-74.659296,Neither,None
None,None,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Neither,None
None,None,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Neither,None
None,None,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Neither,None
Sorority,Gamma Phi Beta,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Panhel,None
Sorority,Gamma Phi Beta,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Panhel,None
Sorority,Kappa Alpha Theta,Princeton,New Jersey,United States,Princeton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.08558262,Non-Athlete,None,No,None,40.349274,-74.659296,Panhel,None
Fraternity,Sigma Phi Epsilon,Princeton Junction,New Jersey,United States,Princeton Day School,private,Domestic,Day,Unafilliated,Co-Ed,34600,NA,Non-Athlete,None,No,None,40.31733,-74.619879,IFC,None
None,None,Providence,Rhode Island,United States,Nus High School of Math & Science,private,International,Day,Unafilliated,Co-Ed,2714.11,NA,Non-Athlete,None,No,None,41.823989,-71.412834,Neither,None
None,None,Pryor,Oklahoma,United States,Pryor High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45087719,Non-Athlete,None,No,None,36.308428,-95.316914,Neither,None
None,None,Pueblo,Colorado,United States,Pueblo West High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,38.254447,-104.609141,SLG,Arts Theme House
None,None,Pune,NA,India,St Marys Junior College-Pune,private,International,Day,Inter-/Non-denominational,Co-Ed,NA,NA,Non-Athlete,None,No,None,18.643958,73.932568,Neither,None
Fraternity,Sigma Phi Epsilon,Purchase,New York,United States,Harrison High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13182674,Non-Athlete,None,No,None,41.040931,-73.714575,IFC,None
None,None,Quakertown,Pennsylvania,United States,Quakertown Community Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28073394,Non-Athlete,None,No,None,40.441768,-75.341567,Neither,None
Fraternity,Alpha Tau Omega,Quincy,Massachusetts,United States,Boston College High School,private,Domestic,Day,Catholic,All-Boys,19700,NA,Non-Athlete,None,No,None,42.252877,-71.00227,IFC,None
Fraternity,Sigma Chi,Raleigh,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.780398,-78.639099,IFC,None
Fraternity,Psi Upsilon,Raleigh,North Carolina,United States,Millbrook High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30844029,Non-Athlete,None,No,None,35.780398,-78.639099,IFC,None
None,None,Raleigh,North Carolina,United States,Wakefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28990364,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Arts Theme House
None,None,Raleigh,North Carolina,United States,Ravenscroft School,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,22650,NA,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Mirecourt
None,None,Raleigh,North Carolina,United States,Raleigh Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Mirecourt
None,None,Raleigh,North Carolina,United States,Ravenscroft School,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,22650,NA,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Millbrook High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30844029,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Wakefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28990364,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,East Chapel Hill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19985825,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Raleigh Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Cary High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.316360601,Athlete,Women's Basketball,No,None,35.780398,-78.639099,Neither,None
None,None,Raleigh,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Ubuntu
None,None,Raleigh,North Carolina,United States,Millbrook High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.30844029,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Ubuntu
None,None,Raleigh,North Carolina,United States,Cardinal Gibbons High School,private,Domestic,Day,Catholic,Co-Ed,14340,NA,Non-Athlete,None,No,None,35.780398,-78.639099,SLG,Wayne Manor
Sorority,Delta Delta Delta,Raleigh,North Carolina,United States,Needham B Broughton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.36032197,Non-Athlete,None,Yes,BN,35.780398,-78.639099,Panhel,None
Sorority,Kappa Alpha Theta,Raleigh,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.780398,-78.639099,Panhel,None
Sorority,Gamma Phi Beta,Raleigh,North Carolina,United States,Needham B Broughton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.36032197,Non-Athlete,None,No,None,35.780398,-78.639099,Panhel,None
Sorority,Zeta Tau Alpha,Raleigh,North Carolina,United States,Jesse O Sanderson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.33466533,Non-Athlete,None,No,None,35.780398,-78.639099,Panhel,None
Sorority,Gamma Phi Beta,Raleigh,North Carolina,United States,Leesville Road High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.20824199,Non-Athlete,None,No,None,35.780398,-78.639099,Panhel,None
Sorority,Chi Omega,Raleigh,North Carolina,United States,Raleigh Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,35.780398,-78.639099,Panhel,None
Fraternity,Kappa Alpha Order,Rancho Palos Verdes,California,United States,Chadwick School,private,Domestic,Day,Unafilliated,Co-Ed,34270,NA,Non-Athlete,None,No,None,33.748922,-118.367911,IFC,None
Sorority,Kappa Alpha Theta,Rancho Santa Margarita,California,United States,Santa Margarita Catholic High School,private,Domestic,Day,Catholic,Co-Ed,15850,NA,Athlete,Women's Swimming,No,None,33.640855,-117.603104,Panhel,None
None,None,Raritan,New Jersey,United States,Bridgewater-Raritan Regional High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.080152672,Non-Athlete,None,No,None,40.569547,-74.632936,Neither,None
Fraternity,Alpha Tau Omega,Reading,Massachusetts,United States,Reading Memorial High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07194244,Non-Athlete,None,No,None,42.52565,-71.095331,IFC,None
None,None,Redding,California,United States,Foothill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0606488,Non-Athlete,None,No,None,40.586356,-122.391675,Neither,None
Sorority,Chi Omega,Redding,Connecticut,United States,Joel Barlow High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04289799,Non-Athlete,None,No,None,41.302596,-73.383453,Panhel,None
None,None,Redmond,Washington,United States,Interlake High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24716981,Non-Athlete,None,No,None,47.669414,-122.123877,Neither,None
Fraternity,Pi Kappa Alpha,Reston,Virginia,United States,South Lakes High School,public,Domestic,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,38.958402,-77.357974,IFC,None
None,None,Reston,Virginia,United States,Flint Hill School,private,Domestic,Day,Unafilliated,Co-Ed,38395,NA,Non-Athlete,None,No,None,38.958402,-77.357974,Neither,None
None,None,Richardson,Texas,United States,Richardson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.48850358,Non-Athlete,None,Yes,AB,32.948179,-96.729721,Neither,None
None,None,Richmond,Virginia,United States,Saint Catherines School,private,Domestic,Day,Episcopal,All-Girls,25800,NA,Non-Athlete,None,No,None,37.538509,-77.43428,Neither,None
None,None,Richmond,Virginia,United States,Maggie L Walker Governors School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02,Non-Athlete,None,No,None,37.538509,-77.43428,Neither,None
Fraternity,Alpha Epsilon Pi,Ridgefield,Connecticut,United States,Ridgefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03440367,Non-Athlete,None,No,None,41.281484,-73.498179,IFC,None
None,None,Ridgefield,Connecticut,United States,Ridgefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03440367,Non-Athlete,None,No,None,41.281484,-73.498179,SLG,Brownstone
None,None,Ridgefield,Connecticut,United States,Ridgefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03440367,Non-Athlete,None,No,None,41.281484,-73.498179,Neither,None
None,None,Ridgefield,Connecticut,United States,Ridgefield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03440367,Non-Athlete,None,Yes,Reggie,41.281484,-73.498179,Neither,None
Sorority,Alpha Phi,River Falls,Wisconsin,United States,River Falls High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12991266,Non-Athlete,None,No,None,44.859511,-92.62659,Panhel,None
Fraternity,Sigma Nu,Riverside,Connecticut,United States,Brunswick School,private,Domestic,Day,Unafilliated,All-Boys,40450,NA,Non-Athlete,None,No,None,41.033708,-73.57818,IFC,None
None,None,Riverside,Connecticut,United States,Greenwich High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.14954018,Athlete,Men's Lacrosse,No,None,41.033708,-73.57818,Neither,None
None,None,Robbinsville,New Jersey,United States,Robbinsville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04575163,Non-Athlete,None,No,None,40.222622,-74.589591,Neither,None
Sorority,Alpha Phi,Rochester,New York,United States,Brighton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.142230026,Non-Athlete,None,No,None,43.157285,-77.615214,Panhel,None
None,None,Rochester,Minnesota,United States,Schaeffer Academy,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,7950,NA,Non-Athlete,None,No,None,44.023327,-92.463021,Neither,None
None,None,Rochester,Minnesota,United States,Mayo High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31234567,Non-Athlete,None,No,None,44.023327,-92.463021,Neither,None
None,None,Rochester,Minnesota,United States,Mayo High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31234567,Non-Athlete,None,No,None,44.023327,-92.463021,Neither,None
None,None,Rochester,Minnesota,United States,Century High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.23799435,Non-Athlete,None,No,None,44.023327,-92.463021,Neither,None
None,None,Rock Hill,South Carolina,United States,Rock Hill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.46512794,Non-Athlete,None,No,None,34.924867,-81.025078,Neither,None
Fraternity,Pi Kappa Phi,Rockville,Maryland,United States,Walter Johnson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06896551,Non-Athlete,None,No,None,39.084005,-77.152757,IFC,None
None,None,Rockville,Maryland,United States,Thomas Sprigg Wootton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.05157462,Non-Athlete,None,No,None,39.084005,-77.152757,SLG,Alpha Phi Omega/Fusion
None,None,Rockville Centre,New York,United States,South Side High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12545787,Non-Athlete,None,No,None,40.658714,-73.641241,Neither,None
None,None,Rogers,Arkansas,United States,Rogers Heritage High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.6135,Non-Athlete,None,No,None,36.33202,-94.118537,Neither,None
Sorority,Zeta Tau Alpha,Rolling Meadows,Illinois,United States,William Fremd High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15441722,Non-Athlete,None,No,None,42.084194,-88.013127,Panhel,None
Fraternity,Sigma Phi Epsilon,Rome,Georgia,United States,Rome High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.55024213,Non-Athlete,None,No,None,34.257038,-85.164673,IFC,None
None,None,Rosemount,Minnesota,United States,Rosemount High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.16011505,Non-Athlete,None,No,None,44.739187,-93.12611,Neither,None
None,None,Roslyn,New York,United States,Solomon Schechter High School,NEVER ATTENDED DUKE,,Day,,,,NA,,,,,,,,
Fraternity,Alpha Epsilon Pi,Roslyn Heights,New York,United States,The Wheatley School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04651162,Non-Athlete,None,No,None,40.788712,-73.647351,IFC,None
None,None,Roslyn Heights,New York,United States,Roslyn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.00295858,Non-Athlete,None,No,None,40.788712,-73.647351,Neither,None
None,None,Roslyn Heights,New York,United States,Roslyn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.00295858,Non-Athlete,None,No,None,40.788712,-73.647351,Neither,None
Sorority,Pi Beta Phi,Roslyn Heights,New York,United States,Roslyn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.00295858,Non-Athlete,None,No,None,40.788712,-73.647351,Panhel,None
None,None,Roswell,Georgia,United States,Roswell High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.24061597,Non-Athlete,None,Yes,University,34.02332,-84.360022,Neither,None
None,None,Rotorua,NA,New Zealand,John Paul College,public,International,Day,Catholic,Co-Ed,0,NA,Non-Athlete,None,Yes,Robertson,-38.138149,176.252922,SLG,Round Table
None,None,Rougemont,North Carolina,United States,Ravenscroft School,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,22650,NA,Athlete,Fooball,No,None,36.218475,-78.926397,Neither,None
None,None,Round Rock,Texas,United States,Stony Point High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.39991879,Non-Athlete,None,No,None,30.572581,-97.648407,Neither,None
None,None,Round Rock,Texas,United States,Cedar Ridge High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.271155261,Non-Athlete,None,No,None,30.572581,-97.648407,Neither,None
None,None,Round Rock,Texas,United States,Home School,Home School,Domestic,Day,Unafilliated,Co-Ed,0,NA,Athlete,Women's Swimming,No,None,30.572581,-97.648407,Neither,None
None,None,Royal Oak,Michigan,United States,Roeper School,private,Domestic,Day,Unafilliated,Co-Ed,27050,NA,Non-Athlete,None,No,None,42.48948,-83.144648,Neither,None
None,None,Royal Palm Beach,Florida,United States,Royal Palm Beach Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.62635379,Non-Athlete,None,No,None,26.701755,-80.223384,Neither,None
None,None,Royal Palm Beach,Florida,United States,Suncoast Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28102429,Non-Athlete,None,Yes,University,26.701755,-80.223384,Neither,None
Fraternity,Sigma Phi Epsilon,Rye,New York,United States,Rye Country Day-Upper School,private,Domestic,Day,Unafilliated,Co-Ed,39800,NA,Non-Athlete,None,No,None,40.980821,-73.684294,IFC,None
Fraternity,Alpha Tau Omega,Rye,New York,United States,Fordham Preparatory School,private,Domestic,Day,Catholic,All-Boys,18410,NA,Non-Athlete,None,No,None,40.980821,-73.684294,IFC,None
Fraternity,Kappa Alpha Order,Rye,New York,United States,Rye High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03465346,Non-Athlete,None,No,None,40.980821,-73.684294,IFC,None
None,None,Rye,New York,United States,Rye High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03465346,Non-Athlete,None,No,None,40.980821,-73.684294,Neither,None
Sorority,Delta Delta Delta,Rye,New York,United States,Convent of the Sacred Heart,private,Domestic,Day,Catholic,All-Girls,46524,NA,Non-Athlete,None,No,None,40.980821,-73.684294,Panhel,None
Sorority,Pi Beta Phi,Rye,New York,United States,Rye High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.03465346,Non-Athlete,None,No,None,40.980821,-73.684294,Panhel,None
None,None,Rye Brook,New York,United States,Blind Brook High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0821,Non-Athlete,None,No,None,41.019264,-73.683462,Neither,None
None,None,Saco,Maine,United States,Thornton Academy,private,Domestic,Day,Unafilliated,Co-Ed,12500,NA,Non-Athlete,None,No,None,43.500918,-70.442829,Neither,None
Sorority,Pi Beta Phi,Sacramento,California,United States,Rio Americano High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.21495914,Non-Athlete,None,No,None,38.581572,-121.4944,Panhel,None
None,None,Saint Augustine,Florida,United States,Douglas Anderson School of the Arts,public,Domestic,Day,Unafilliated,Co-Ed,0,0.18679549,Non-Athlete,None,No,None,29.894691,-81.314517,Neither,None
None,None,Saint Charles,Missouri,United States,John Burroughs School,private,Domestic,Day,Unafilliated,Co-Ed,27540,NA,Non-Athlete,None,No,None,38.783194,-90.482368,Neither,None
None,None,Saint Cloud,Florida,United States,Saint Cloud High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.60763888,Non-Athlete,None,No,None,28.249853,-81.283904,Neither,None
None,None,Saint Johns,Florida,United States,Allen D Nease High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1401,Non-Athlete,None,No,None,29.903228,-81.414547,Neither,None
None,None,Saint Johns,Florida,United States,University of Florida,TRANSFER,,Day,,,,NA,,,,,,,,
Fraternity,Alpha Epsilon Pi,Saint Louis,Missouri,United States,Mary Institute and Saint Louis,private,Domestic,Day,Unafilliated,Co-Ed,26500,NA,Non-Athlete,None,No,None,38.627273,-90.197889,IFC,None
Fraternity,Kappa Alpha Order,Saint Louis,Missouri,United States,Ladue Horton Watkins High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13149606,Non-Athlete,None,No,None,38.627273,-90.197889,IFC,None
None,None,Saint Louis,Missouri,United States,Clayton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15085714,Non-Athlete,None,No,None,38.627273,-90.197889,SLG,Mirecourt
Sorority,Alpha Phi,Saint Louis,Missouri,United States,Clayton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15085714,Non-Athlete,None,No,None,38.627273,-90.197889,Panhel,None
None,None,Saint Paul,Minnesota,United States,Apple Valley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.5373,Athlete,Men's Basketball,No,None,44.950404,-93.101503,Neither,None
None,None,Saint Paul,Minnesota,United States,Saint Thomas Academy,private,Domestic,Day,Catholic,All-Boys,21000,NA,Athlete,Men's Lacrosse,No,None,44.950404,-93.101503,Neither,None
Sorority,Zeta Tau Alpha,Saint Paul,Minnesota,United States,Mounds View High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12276657,Non-Athlete,None,Yes,AB,44.950404,-93.101503,Panhel,None
Sorority,Alpha Delta Pi,Saint Paul,Minnesota,United States,East Ridge High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10809281,Non-Athlete,None,No,None,44.950404,-93.101503,Panhel,None
None,None,Saint Petersburg,Florida,United States,Saint Petersburg Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.39179954,Non-Athlete,None,No,None,27.770861,-82.679266,Neither,None
None,None,Saint Petersburg,Florida,United States,Saint Petersburg Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.39179954,Non-Athlete,None,No,None,27.770861,-82.679266,SLG,Round Table
Sorority,Chi Omega,Salisbury,North Carolina,United States,Salisbury High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.67158671,Non-Athlete,None,No,None,35.670973,-80.474226,SLG + Panhel,Round Table
None,None,Salt Lake City,Utah,United States,Rowland Hall,private,Domestic,Day,Unafilliated,Co-Ed,21475,NA,Non-Athlete,None,No,None,40.767013,-111.890431,SLG,Arts Theme House
None,None,Salt Lake City,Utah,United States,West High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.59632635,Non-Athlete,None,No,None,40.767013,-111.890431,Neither,None
None,None,Salt Lake City,Utah,United States,Skyline High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11434511,Non-Athlete,None,No,None,40.767013,-111.890431,Neither,None
None,None,San Angelo,Texas,United States,Wall High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.09365558,Non-Athlete,None,No,None,31.431993,-100.45458,Neither,None
Fraternity,Alpha Tau Omega,San Antonio,Texas,United States,TMI Episcopal School of Texas,private,Domestic,Day,Episcopal,Co-Ed,23450,NA,Non-Athlete,None,No,None,29.4246,-98.49514,IFC,None
Fraternity,Kappa Alpha Order,San Antonio,Texas,United States,TMI Episcopal School of Texas,private,Domestic,Day,Episcopal,Co-Ed,23450,NA,Non-Athlete,None,No,None,29.4246,-98.49514,IFC,None
Fraternity,Delta Sigma Phi,San Antonio,Texas,United States,Saint Marys Hall,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,9640,NA,Non-Athlete,None,No,None,29.4246,-98.49514,IFC,None
None,None,San Antonio,Texas,United States,Douglas Macarthur High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45911949,Non-Athlete,None,No,None,29.4246,-98.49514,Neither,None
None,None,San Carlos,California,United States,Carlmont High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1246,Non-Athlete,None,No,None,37.498207,-122.26615,Neither,None
Sorority,Delta Delta Delta,San Carlos,California,United States,Menlo School,private,Domestic,Day,Unafilliated,Co-Ed,42830,NA,Non-Athlete,None,No,None,37.498207,-122.26615,Panhel,None
None,None,San Diego,California,United States,Bishops School,private,Domestic,Day,Episcopal,Co-Ed,33800,NA,Athlete,Men's Lacrosse,No,None,32.717421,-117.162771,Neither,None
None,None,San Diego,California,United States,K12 International Academy,private,Domestic,Day,Unafilliated,Co-Ed,6995,NA,Non-Athlete,None,No,None,32.717421,-117.162771,Neither,None
None,None,San Diego,California,United States,Del Notre High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.41,Non-Athlete,None,No,None,32.717421,-117.162771,Neither,None
None,None,San Diego,California,United States,Westview High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11607533,Non-Athlete,None,No,None,32.717421,-117.162771,Neither,None
